QuantitySold,PricePercent,StartingBidPercent,SellerClosePercent,AvgPrice,AuctionCount,AuctionSaleCount,SellerAuctionCount,AuctionMedianPrice
0,1.2115,1.2115,0.177083333,3.1282,96,17,96,2.5
0,3.8506,3.8506,0.135042735,51.6793,1586,447,585,36
0,0.4699,0.4699,0.260963725,12.7466,5,3,1847,9.99
0,0.2601,0.2601,0.009892086,9.5706,75,6,6672,0.99
1,0.2836,0.2836,0.497652582,3.49,4,2,639,3.49
0,11.505,11.505,0.052631579,3.1282,96,17,76,2.5
0,1.0722,1.0722,0.133433283,0.9233,15,3,667,0.99
0,0.8134,0.8134,0.065217391,18.4273,583,291,46,12.26
0,0.6383,0.6383,0.111940299,51.6793,1586,447,134,36
0,0.7169,0.7169,0.046875,11.1443,117,30,128,2.59
0,0.3083,0.3083,0.179245283,43.7809,35,11,106,34.59
0,0.1918,0.1918,0.292307692,5.1616,67,6,65,2.495
0,0.6414,0.6414,0.531141869,1.5433,26,3,1156,0.99
0,0.6758,0.6758,0.278409091,17.7409,385,73,176,10.49
1,0.6984,0.6814,0.454545455,58.6282,351,153,11,48.59
0,2.6867,2.6867,0.135048232,13.0231,209,33,311,9.99
0,0.5073,0.5073,0.380952381,17.7202,98,30,84,13.75
0,1.6535,1.6535,0.138888889,24.185,4,2,72,24.185
0,0.7675,0.7675,0.04776451,58.6282,351,153,3601,48.59
1,0.4232,0.0558,0.98,17.7202,98,30,100,13.75
1,1.4101,1.4101,0.013605442,2.475,6,2,147,2.475
0,0.7586,0.7586,0.262433053,1.305,12,4,1307,0.99
0,0.5231,0.5231,0.371753247,28.652,15,5,1232,15
0,0.6201,0.6201,0.725376593,1.5963,36,11,1726,0.99
0,0.8839,0.8839,0.553381459,1.12,34,2,5264,1.12
0,0.0032,0.0032,0.736842105,3.1155,33,9,38,2.32
0,1.722,1.722,0.059002433,2.8977,97,22,1644,1.015
0,0.2986,0.2986,0.059002433,16.7107,91,14,1644,7.75
0,1.6096,1.6096,0.037037037,31.0632,440,137,108,26.54
0,1.1418,1.1418,0.079545455,43.7809,35,11,88,34.59
0,0.2446,0.2446,0.193950178,12.223,285,33,562,9.99
0,0.3394,0.3394,0.032786885,8.8369,287,105,61,4.31
0,0.2053,0.2053,0.509090909,9.6888,56,7,55,7.5
0,1.7201,1.7201,0.154891304,61.0409,252,96,368,50.495
0,1.0071,1.0071,0.154891304,59.5751,89,34,368,52.95
0,1.0336,1.0336,0.384615385,64.817,517,165,26,41
0,2.1018,2.1018,0.014285714,14.2687,193,67,140,5.5
0,0.5643,0.5643,0.0225,17.7202,98,30,400,13.75
1,0.8977,0.8144,0.068283711,6.1265,211,39,8699,4.99
1,0.2176,0.2176,0.805031447,4.549,37,8,159,3.665
1,0.3216,0.3216,0.228070175,31.0632,440,137,114,26.54
0,0.365,0.365,0.545454545,27.3936,575,244,11,15.28
0,1.8163,1.8163,0.038315256,5.5,5,1,7099,5.5
0,1.3208,1.3208,0.010471204,32.5466,30,3,764,24.99
1,0.8636,0.8636,0.010471204,43.99,4,2,764,43.99
1,0.8466,0.8466,0.128269437,4.7126,593,190,2791,2.82
1,1.548,1.548,0.573333333,51.6793,1586,447,75,36
0,1.3752,1.3752,0.018518519,15.99,35,3,108,15.49
1,0.3826,0.3826,0.039893617,10.4281,167,65,376,4.99
1,3.0706,3.0706,0.344827586,13.0231,209,33,58,9.99
0,3.4475,3.4475,0.156521739,2.8977,97,22,230,1.015
0,1.4598,1.4598,0.101351351,27.3936,575,244,592,15.28
0,1.827,1.827,0.010115607,43.7809,35,11,692,34.59
0,0.8173,0.8173,0.187116564,12.223,285,33,326,9.99
0,0.1884,0.1884,0.363833478,15.87,32,4,2306,6.49
0,0.8466,0.8466,0.024955437,4.7126,593,190,1122,2.82
1,1.5472,0.0251,0.664516129,39.4247,47,23,155,41
0,1.935,1.935,0.285714286,51.6793,1586,447,7,36
0,2.5153,2.5153,0.112149533,51.6793,1586,447,107,36
0,2.6339,2.6339,0.009892086,1.12,34,2,6672,1.12
0,0.7597,0.7597,0.306976744,18.4273,583,291,215,12.26
0,2.7128,2.7128,0.044444444,18.4273,583,291,90,12.26
0,0.5421,0.5421,0.303571429,18.4273,583,291,56,12.26
0,2.1198,2.1198,0.471153846,4.7126,593,190,104,2.82
0,1.5983,1.5983,0.08,3.1282,96,17,50,2.5
1,0.7072,0.1933,0.95,51.6793,1586,447,160,36
0,2.7088,2.7088,0.112149533,51.6793,1586,447,107,36
0,0.9817,0.9817,0.09375,2.0269,58,13,864,1.04
1,0.7597,0.7597,0.306976744,18.4273,583,291,215,12.26
0,0.7841,0.7841,0.277108434,40.7425,15,4,249,35.975
1,1,0.3656,0.489882444,41,1,1,5189,41
0,0.5815,0.5815,0.266666667,51.5669,172,46,15,23.725
0,0.21,0.21,0.053624042,4.7126,593,190,1697,2.82
0,0.8466,0.8466,0.128269437,4.7126,593,190,2791,2.82
1,1.2988,1.2988,0.128269437,2.302,61,13,2791,2.25
0,0.0554,0.0554,0.194174757,8.8369,287,105,103,4.31
0,1.6055,1.6055,0.043478261,28.027,173,84,115,16.505
0,0.8671,0.8671,0.021472393,17.24,21,2,326,9.24
0,0.4027,0.4027,0.041237113,86.8692,607,252,97,74.49
0,3.9208,3.9208,0.588235294,18.4273,583,291,17,12.26
1,0.6325,0.0152,0.916666667,64.817,517,165,24,41
0,1.7225,1.7225,0.165333333,113.1952,573,339,375,93.09
0,0.3817,0.3817,0.531141869,2.5935,41,11,1156,0.99
0,0.8144,0.8144,0.068283711,6.1265,211,39,8699,4.99
0,0.8961,0.8961,0.076305221,6.1265,211,39,249,4.99
0,1.0588,1.0588,0.104278075,4.7126,593,190,374,2.82
0,1.2754,1.2754,0.177083333,3.1282,96,17,96,2.5
0,0.5421,0.5421,0.415300546,18.4273,583,291,549,12.26
1,1.161,0.0191,0.905845835,51.6793,1586,447,1933,36
0,2.3142,2.3142,0.176470588,64.817,517,165,17,41
0,1.5289,1.5289,0.075025694,6.534,17,2,973,12.45
0,2.5394,2.5394,0.022099448,17.7202,98,30,181,13.75
0,1.0233,1.0233,0.04776451,58.6282,351,153,3601,48.59
0,2.2791,2.2791,0.065502183,4.3833,64,3,687,4.69
0,1.2285,1.2285,0.181818182,61.0409,252,96,22,50.495
0,1.9169,1.9169,0.135135135,10.4281,167,65,37,4.99
0,1.4365,1.4365,0.382165605,6.9544,128,42,157,3.255
0,1.5118,1.5118,0.009892086,1.647,75,10,6672,1.8
0,1.9043,1.9043,0.009892086,1.3075,45,4,6672,1.12
1,0.5998,0.0764,0.990291262,51.6793,1586,447,103,36
0,1.9043,1.9043,0.009892086,1.3075,45,4,6672,1.12
0,2.1411,2.1411,0.009892086,1.63,107,12,6672,0.99
0,0.5213,0.5213,0.053624042,1.899,60,1,1697,0.99
0,0.2601,0.2601,0.009892086,9.5706,75,6,6672,0.99
0,0.2871,0.2871,0.003558719,34.79,55,1,281,9.99
0,4.4864,4.4864,0.009892086,0.555,66,2,6672,0.555
0,4.4864,4.4864,0.009892086,0.555,66,2,6672,0.555
1,0.9823,0.2452,0.555555556,28.502,6,5,9,26.06
1,0.9143,0.2452,0.555555556,28.502,6,5,9,26.06
1,5.0613,5.0613,0.021857923,52.3561,284,93,183,46.09
0,1.1418,1.1418,0.079545455,43.7809,35,11,88,34.59
0,0.5115,0.5115,0.578947368,58.6282,351,153,76,48.59
0,0.3177,0.3177,0.64,3.1155,33,9,125,2.32
0,1.6281,1.6281,0.010471204,32.5466,30,3,764,24.99
0,3.2885,3.2885,0.135042735,51.6793,1586,447,585,36
1,0.5846,0.1668,0.802816901,179.7259,47,12,71,104.89
1,0.1708,0.1131,0.170967742,8.8369,287,105,310,4.31
1,2.0938,0.43,0.588235294,2.302,61,13,17,2.25
1,0.8721,0.8721,0.343283582,63.062,620,257,536,56
0,0.6546,0.6546,0.237037037,15.2603,125,52,135,8.49
1,1,1,0.038315256,5,13,1,7099,5
0,0.0032,0.0032,0.736842105,3.1155,33,9,38,2.32
0,1.031,1.031,0.178807947,9.6888,56,7,151,7.5
0,0.9122,0.9122,0.371753247,27.3936,575,244,1232,15.28
0,0.0087,0.0087,0.871681416,113.1952,573,339,226,93.09
0,1.9602,1.9602,0.19047619,24.4821,39,11,63,10.49
0,0.7571,0.7571,0.103349282,1.3075,45,4,1045,1.12
0,1.0601,1.0601,0.013513514,9.4236,146,60,296,4.97
1,1.3109,0.0001,0.181818182,76.2809,329,139,33,66.23
1,8.4316,0.112,0.939393939,8.8369,287,105,33,4.31
0,0.8144,0.8144,0.068283711,6.1265,211,39,8699,4.99
0,2.8216,2.8216,0.022099448,17.7202,98,30,181,13.75
0,3.0146,3.0146,0.073529412,63.0227,256,141,340,59.99
0,0.5854,0.5854,0.09375,15.2866,36,5,864,5.95
0,0.9123,0.9123,0.055555556,43.8304,88,38,702,23.045
0,0.6435,0.6435,0.272727273,31.0632,440,137,44,26.54
1,1,1,0.103349282,5,1,1,1045,5
1,0.3069,0.3069,0.725376593,1.5963,36,11,1726,0.99
0,1.8214,1.8214,0.007653061,1.647,75,10,392,1.8
1,0.2192,0.1447,0.872093023,6.8404,26,22,86,4.405
1,4.9925,0.0537,0.979672501,18.4273,583,291,1771,12.26
0,1.5118,1.5118,0.009892086,1.647,75,10,6672,1.8
0,3.2885,3.2885,0.135042735,51.6793,1586,447,585,36
0,0.4846,0.4846,0.242105263,16.485,32,11,570,9.99
1,1.0402,0.0087,0.701298701,113.1952,573,339,231,93.09
0,10.6276,10.6276,0.009163803,0.94,18,2,873,0.94
0,0.8173,0.8173,0.156521739,12.223,285,33,230,9.99
1,0.1368,0.0005,0.971014493,16.7373,68,15,138,11
1,1.128,1.128,0.168663594,17.7202,98,30,1085,13.75
0,0.165,0.165,0.020512821,6,21,1,390,6
1,1.4002,0.0087,0.508196721,113.1952,573,339,61,93.09
1,0.6778,0.6778,0.803921569,8.8369,287,105,204,4.31
1,0.4571,0.112,0.531598513,8.8369,287,105,269,4.31
1,0.5133,0.342,0.5625,43.8304,88,38,64,23.045
0,0.6778,0.6778,0.053624042,8.8369,287,105,1697,4.31
1,0.5143,0.0087,0.681818182,113.1952,573,339,44,93.09
0,0.7738,0.7738,0.2,51.6793,1586,447,25,36
0,2.1506,2.1506,0.212121212,4.645,14,4,297,3.62
1,7.639,2.1198,0.953642384,4.7126,593,190,151,2.82
0,1.3537,1.3537,0.189634865,53.1767,133,38,849,29.885
0,0.7571,0.7571,0.103349282,1.3075,45,4,1045,1.12
0,0.619,0.619,0.111940299,51.6793,1586,447,134,36
1,1.4254,0.5027,0.489882444,29.815,120,43,5189,24.45
0,1.4512,1.4512,0.057692308,51.6793,1586,447,104,36
0,1.8303,1.8303,0.047619048,86.8692,607,252,21,74.49
0,3.1975,3.1975,0.057692308,49.9721,215,36,156,32.34
0,1.1221,1.1221,0.210603829,51.6793,1586,447,2037,36
0,0.2155,0.2155,0.087179487,34.79,55,1,390,9.99
0,0.3751,0.3751,0.4,53.1767,133,38,5,29.885
1,0.987,0.0191,0.6875,51.6793,1586,447,32,36
0,1.5013,1.5013,0.026058632,2.6642,153,11,2149,0.99
1,1.167,0.5283,0.619047619,4.7126,593,190,84,2.82
0,0.9762,0.9762,0.272727273,4.5994,198,34,11,2.12
1,1.1231,0.0318,0.720588235,31.0632,440,137,680,26.54
0,9.0909,9.0909,0.17721519,0.99,8,1,316,0.99
0,0.3753,0.3753,0.060747664,2.6642,153,11,214,0.99
0,1.0609,1.0609,0.135531136,4.7126,593,190,273,2.82
0,0.922,0.922,0.042553191,18.4273,583,291,282,12.26
0,0.3715,0.3715,0.160771704,2.6642,153,11,311,0.99
1,0.8545,0.1584,0.885057471,63.062,620,257,1740,56
0,0.3778,0.3778,0.091288783,2.62,24,2,5028,2.62
0,0.6073,0.6073,0.091288783,1.63,107,12,5028,0.99
0,0.3778,0.3778,0.091288783,2.62,24,2,5028,2.62
0,0.3868,0.3868,0.205128205,51.6793,1586,447,78,36
0,1.3137,1.3137,0.026058632,2.6642,153,11,2149,0.99
0,2.3306,2.3306,0.098765432,15.0128,30,7,81,13.63
1,1.1086,0.6552,0.990566038,61.0409,252,96,106,50.495
1,2.8507,0.1447,1,6.8404,26,22,7,4.405
0,1.9348,1.9348,0.218390805,51.6793,1586,447,87,36
0,0.3778,0.3778,0.091288783,2.62,24,2,5028,2.62
0,0.8014,0.8014,0.015748031,43.6604,78,31,127,20.49
0,0.1709,0.1709,0.268292683,52.3561,284,93,41,46.09
1,0.7463,0.0155,0.915980231,63.8666,49,28,607,51
1,0.5899,0.5899,0.211874272,16.8647,195,51,859,9.99
1,4.2365,3.0653,0.720588235,17.939,68,20,680,12.475
0,0.6435,0.6435,0.272727273,31.0632,440,137,44,26.54
1,0.9551,0.4262,0.603686636,58.6282,351,153,217,48.59
0,2.7375,2.7375,0.055555556,27.3936,575,244,702,15.28
0,0.3778,0.3778,0.091288783,2.62,24,2,5028,2.62
0,0.7561,0.7561,0.266666667,51.5669,172,46,15,23.725
0,1.9332,1.9332,0.008514664,12.9264,106,11,1057,9.99
0,1.9454,1.9454,0.047619048,86.8692,607,252,21,74.49
1,0.0888,0.0888,0.578431373,11.1443,117,30,306,2.59
0,1.0588,1.0588,0.254658385,4.7126,593,190,161,2.82
0,0.6546,0.6546,0.237037037,15.2603,125,52,135,8.49
0,1.1175,1.1175,0.225701505,4.465,69,6,2459,1.9
0,0.5969,0.5969,0.5,58.6282,351,153,44,48.59
1,0.7837,0.7837,0.260963725,12.7466,5,3,1847,9.99
0,0.8675,0.8675,0.055307761,4.5994,198,34,1121,2.12
0,1.8437,1.8437,0.393939394,54.2361,154,42,33,43.275
0,0.6778,0.6778,0.053624042,8.8369,287,105,1697,4.31
0,1.3702,1.3702,0.040816327,17.7409,385,73,49,10.49
0,1.4101,1.4101,0.013605442,2.475,6,2,147,2.475
1,1.7451,1.7451,0.915980231,51.5669,172,46,607,23.725
0,0.443,0.443,0.170512821,18.0322,25,8,780,8.245
0,0.0981,0.0981,0.104218362,4.99,4,1,403,4.99
1,0.5397,0.0197,0.957928803,50.022,8,5,309,15
0,3.1808,3.1808,0.046511628,0.94,18,2,258,0.94
0,0.1839,0.1839,0.707317073,16.3112,27,8,41,9.5
0,0.1839,0.1839,0.707317073,16.3112,27,8,41,9.5
0,0.2359,0.2359,0.053624042,4.1958,32,3,1697,0.99
0,1.2498,1.2498,0.042016807,19.995,36,1,1071,4.99
1,0.7487,0.0361,0.979672501,27.3936,575,244,1771,15.28
0,0.9654,0.9654,0.223684211,31.0632,440,137,76,26.54
0,2.5155,2.5155,0.112149533,51.6793,1586,447,107,36
1,0.6154,0.6154,0.439692982,0.4062,14,8,912,0.25
1,0.9868,0.1933,1,51.6793,1586,447,4,36
0,0.3793,0.3793,0.407407407,18.4273,583,291,27,12.26
1,0.7914,0.1584,0.830708661,63.062,620,257,508,56
0,1.427,1.427,0.11751663,63.062,620,257,451,56
0,1.9009,1.9009,0.235211268,2.625,5,2,3550,2.625
0,0.8636,0.8636,0.010471204,43.99,4,2,764,43.99
1,1.2357,0.0157,0.995726496,63.0227,256,141,1638,59.99
1,0.6816,0.1309,0.932989691,76.2809,329,139,194,66.23
1,0.7049,0.1636,1,61.0409,252,96,14,50.495
1,0.6259,0.2781,0.333333333,179.7259,47,12,3,104.89
0,3.0706,3.0706,0.018855657,13.0231,209,33,1538,9.99
0,1.031,1.031,0.178807947,9.6888,56,7,151,7.5
0,1.5008,1.5008,0.189634865,58.6282,351,153,849,48.59
0,0.9539,0.9539,0.071428571,9.4236,146,60,224,4.97
0,3.4475,3.4475,0.156521739,2.8977,97,22,230,1.015
1,0.8173,0.0001,0.714285714,86.8692,607,252,7,74.49
0,1.5791,1.5791,0.235211268,3.16,3,1,3550,3.16
0,1.451,1.451,0.217391304,51.6793,1586,447,23,36
0,0.9675,0.9675,0.037037037,51.6793,1586,447,27,36
0,1.9169,1.9169,0.135135135,10.4281,167,65,37,4.99
0,0.9933,0.9933,0.693739425,0.9966,10,3,1182,0.99
0,1.6708,1.6708,0.003558719,44.8812,335,134,281,37.57
0,1.0028,1.0028,0.168663594,64.817,517,165,1085,41
0,1.0028,1.0028,0.168663594,64.817,517,165,1085,41
0,2.0101,2.0101,0.101538462,0.99,6,1,325,0.99
0,0.3581,0.3581,0.155405405,4.16,39,8,148,2.075
0,0.6624,0.6624,0.133333333,113.1952,573,339,150,93.09
0,0.0046,0.0046,0.055307761,2.16,33,5,1121,2.59
1,1.1203,1.1203,0.554455446,13.38,5,2,404,13.38
1,1.018,1.018,0.057392996,64.817,517,165,1028,41
0,2.1803,2.1803,0.016241299,1.83,25,3,431,1.25
0,0.5978,0.5978,0.14801444,16.7107,91,14,277,7.75
0,0.764,0.764,0.62,13.0231,209,33,50,9.99
0,3.5577,3.5577,0.293333333,16.8647,195,51,75,9.99
0,1.7894,1.7894,0.127750611,4.465,69,6,1636,1.9
0,1.031,1.031,0.178807947,9.6888,56,7,151,7.5
1,1.193,1.193,0.531141869,3.1768,29,16,1156,2.99
1,1.2387,1.2387,0.186147186,1.445,26,4,924,1.89
0,0.4488,0.4488,0.043956044,16.7107,91,14,91,7.75
0,0.2379,0.2379,0.457627119,4.16,39,8,118,2.075
0,0.5753,0.5753,0.6,10.4281,167,65,5,4.99
0,0.4935,0.4935,0.058441558,64.817,517,165,462,41
1,2.1535,2.1535,0.15,23.2133,57,9,40,19.99
0,1.0601,1.0601,0.071428571,9.4236,146,60,224,4.97
1,0.1785,0.1785,0.379310345,11.1443,117,30,58,2.59
1,0.8979,0.115,0.885057471,86.8692,607,252,1740,74.49
0,0.6361,0.6361,0.152173913,3.1282,96,17,46,2.5
0,0.8318,0.8318,0.111940299,51.6793,1586,447,134,36
0,0.7169,0.7169,0.046875,11.1443,117,30,128,2.59
0,0.7122,0.7122,0.553381459,1.39,33,9,5264,0.99
0,1.6624,1.6624,0.031888614,5.985,71,6,4453,5.995
0,2.3306,2.3306,0.098765432,15.0128,30,7,81,13.63
0,1.7221,1.7221,0.12,51.6793,1586,447,25,36
0,0.8134,0.8134,0.415300546,18.4273,583,291,549,12.26
1,0.5421,0.5421,0.030487805,18.4273,583,291,656,12.26
1,0.3715,0.3715,0.605851064,2.6642,153,11,1880,0.99
0,2.6768,2.6768,0.026058632,1.3075,45,4,2149,1.12
1,0.7159,0.0772,0.969230769,51.6793,1586,447,65,36
0,4.1378,4.1378,0.035087719,18.93,117,19,114,19.15
1,0.21,0.21,0.591397849,4.7126,593,190,93,2.82
1,1.7267,0.115,0.885057471,86.8692,607,252,1740,74.49
1,0.2016,0.1919,0.693739425,5.1585,14,5,1182,3.8
1,0.6579,0.0191,0.857142857,51.6793,1586,447,21,36
1,0.6616,0.0002,0.928961749,43.8304,88,38,549,23.045
0,0.2186,0.2186,0.488888889,27.3936,575,244,90,15.28
0,0.1815,0.1815,0.233333333,5.4531,163,24,60,1.64
1,0.4475,0.4176,0.333333333,16.7373,68,15,18,11
0,1.438,1.438,0.230769231,69.5306,47,14,13,31.15
0,2.6097,2.6097,0.277777778,13.4114,52,7,18,9.99
0,1.2285,1.2285,0.071428571,61.0409,252,96,28,50.495
0,0.43,0.43,0.055307761,2.302,61,13,1121,2.25
0,1.2684,1.2684,0.043478261,63.062,620,257,46,56
0,0.1149,0.1149,0.087179487,34.79,55,1,390,9.99
0,1.0559,1.0559,0.666666667,18.93,117,19,6,19.15
0,2.8203,2.8203,0.033557047,86.8692,607,252,149,74.49
0,1.087,1.087,0.064516129,4.5994,198,34,155,2.12
0,1.159,1.159,0.064863445,6.8937,24,8,3808,4.87
0,1.8214,1.8214,0.007653061,1.647,75,10,392,1.8
1,0.7949,0.7949,0.537890045,113.1952,573,339,673,93.09
0,1.0601,1.0601,0.013513514,9.4236,146,60,296,4.97
0,2.4467,2.4467,0.002638522,6.1265,211,39,1137,4.99
0,0.1466,0.1466,0.262433053,6.752,63,3,1307,6.18
0,1.438,1.438,0.025744167,69.5306,47,14,1243,31.15
0,0.5899,0.5899,0.211874272,16.8647,195,51,859,9.99
0,0.4991,0.4991,0.047619048,28.027,173,84,147,16.505
0,1.0611,1.0611,0.182186235,9.4236,146,60,247,4.97
0,2.0632,2.0632,0.135048232,9.6888,56,7,311,7.5
1,1.665,0.0087,0.5,113.1952,573,339,2,93.09
0,0.6414,0.6414,0.039735099,1.5433,26,3,151,0.99
0,0.7732,0.7732,0.013888889,23.2133,57,9,648,19.99
1,0.289,0.1423,0.725376593,6.9544,128,42,1726,3.255
0,4.5695,4.5695,0.054545455,1.092,33,5,55,0.99
0,0.5978,0.5978,0.270588235,16.7107,91,14,85,7.75
1,0.409,0.409,0.2,12.223,285,33,25,9.99
1,0.5941,0.3857,0.355555556,64.817,517,165,90,41
1,0.047,0.0361,1,27.3936,575,244,19,15.28
1,1.091,0.0087,0.089005236,113.1952,573,339,191,93.09
0,0.4565,0.4565,0.24137931,43.7809,35,11,58,34.59
1,0.6012,0.6012,0.574123989,1.6466,22,3,371,0.99
1,1.0404,0.0168,0.957928803,58.6282,351,153,309,48.59
0,1.0627,1.0627,0.14801444,12.223,285,33,277,9.99
0,0.6374,0.6374,0.052631579,45.4942,214,37,209,26.89
1,0.7552,0.7552,0.054545455,13.2269,24,11,55,14.5
0,3.207,3.207,0.038315256,3.115,24,2,7099,3.115
0,7.0327,7.0327,0.025316456,3.1282,96,17,237,2.5
1,0.8148,0.8148,0.375,24.4821,39,11,8,10.49
1,0.5805,0.5805,1,51.6793,1586,447,2,36
1,0.2478,0.2478,0.128269437,3.995,10,2,2791,3.995
0,1.8382,1.8382,0.301587302,51.6793,1586,447,126,36
0,0.6073,0.6073,0.056537102,1.63,107,12,566,0.99
1,1.4389,1.4389,0.227848101,86.8692,607,252,79,74.49
1,1.0425,0.1933,0.95,51.6793,1586,447,160,36
0,3.2197,3.2197,0.528301887,18.632,48,6,53,3.36
1,0.1888,0.1888,0.407051282,4.7126,593,190,312,2.82
0,0.4335,0.4335,0.0944,18.4273,583,291,625,12.26
1,0.5682,0.2863,0.489882444,52.3492,73,13,5189,51
0,0.4477,0.4477,0.025744167,11.1443,117,30,1243,2.59
0,4.3123,4.3123,0.299651568,6.9544,128,42,574,3.255
0,1.8172,1.8172,0.042016807,11,19,1,1071,11
0,1.0472,1.0472,0.531141869,2.6642,16,6,1156,1.645
0,0.6247,0.6247,0.247191011,15.99,35,3,89,15.49
0,0.7095,0.7095,0.419725503,64.817,517,165,3133,41
0,0.3581,0.3581,0.155405405,4.16,39,8,148,2.075
0,0.7297,0.7297,0.071428571,27.3928,20,4,182,6.25
0,1.1409,1.1409,0.090643275,6.1265,211,39,342,4.99
0,1.98,1.98,0.176,0.5,36,2,125,0.5
1,2.6524,2.1198,0.953642384,4.7126,593,190,151,2.82
0,0.9346,0.9346,0.009892086,2.6642,153,11,6672,0.99
0,0.9346,0.9346,0.009892086,2.6642,153,11,6672,0.99
0,0.9346,0.9346,0.009892086,2.6642,153,11,6672,0.99
0,0.1034,0.1034,0.128269437,9.5706,75,6,2791,0.99
0,9.5869,9.5869,0.052631579,3.1282,96,17,76,2.5
0,1.2555,1.2555,0.111111111,31.0632,440,137,270,26.54
0,5.2524,5.2524,0.12,52.3561,284,93,25,46.09
1,1,1,0.225701505,4.99,2,2,2459,4.99
0,0.115,0.115,0.885057471,86.8692,607,252,1740,74.49
0,5.1933,5.1933,0.008264463,18.93,117,19,242,19.15
1,1.0131,0.5803,1,51.6793,1586,447,1,36
0,0.3778,0.3778,0.053624042,2.62,24,2,1697,2.62
1,1,1,0.553381459,0.99,13,2,5264,0.99
0,0.2683,0.2683,0.137704918,18.632,48,6,305,3.36
0,0.6361,0.6361,0.152173913,3.1282,96,17,46,2.5
1,1.1629,0.355,0.1875,28.0233,12,3,1024,26
0,2.3306,2.3306,0.098765432,15.0128,30,7,81,13.63
0,0.825,0.825,0.104384134,6,21,1,479,6
1,0.4095,0.016,0.428571429,61.0409,252,96,7,50.495
0,1.0559,1.0559,0.666666667,18.93,117,19,6,19.15
0,3.1975,3.1975,0.057692308,49.9721,215,36,156,32.34
1,1.4709,0.0251,0.664516129,39.4247,47,23,155,41
0,0.7728,0.7728,0.878787879,12.9264,106,11,33,9.99
1,0.5278,0.5278,0.041666667,132.5112,38,10,24,32.79
0,0.2612,0.2612,0.333333333,3.79,7,1,3,3.79
1,0.2186,0.2186,0.488888889,27.3936,575,244,90,15.28
0,5.0404,5.0404,0.235211268,0.99,4,1,3550,0.99
0,1.1304,1.1304,0.03030303,8.8369,287,105,33,4.31
0,1.0336,1.0336,0.384615385,64.817,517,165,26,41
1,0.4775,0.0168,0.916666667,58.6282,351,153,12,48.59
0,0.6624,0.6624,0.133333333,113.1952,573,339,150,93.09
0,0.7559,0.7559,0.343283582,64.817,517,165,536,41
0,0.5728,0.5728,0.12,52.3561,284,93,25,46.09
1,0.7938,0.1209,0.553381459,8.1875,14,4,5264,3.745
0,1.6468,1.6468,0.032235459,23.6813,68,17,1427,19.99
1,0.8277,0.1925,0.696078431,51.6793,1586,447,102,36
0,1.2209,1.2209,0.489882444,12.2771,25,5,5189,9.99
0,1.3137,1.3137,0.026058632,2.6642,153,11,2149,0.99
0,0.7049,0.7049,0.415300546,18.4273,583,291,549,12.26
1,0.1498,0.06,0.673684211,16.485,32,11,190,9.99
0,1.7837,1.7837,0.210603829,0.555,66,2,2037,0.555
1,0.333,0.1624,0.262433053,6.0953,34,13,1307,2.39
0,0.3778,0.3778,0.091288783,2.62,24,2,5028,2.62
0,0.5278,0.5278,0.041666667,132.5112,38,10,24,32.79
1,0.8523,0.773,0.375,51.6793,1586,447,8,36
0,0.8419,0.8419,0.042016807,49.882,36,8,119,33.495
0,0.1918,0.1918,0.363833478,5.1608,90,34,2306,4
0,0.1351,0.1351,0.221343874,7.3266,44,2,253,9.99
1,0.9681,0.0537,0.571428571,18.4273,583,291,35,12.26
0,0.3307,0.3307,0.271889401,18.11,6,1,217,18.11
1,0.5965,0.3286,1,152.1166,48,27,2,100.99
0,0.8112,0.8112,0.064516129,18.4273,583,291,248,12.26
0,1.0722,1.0722,0.133433283,0.9233,15,3,667,0.99
1,0.7256,0.1933,0.885057471,51.6793,1586,447,1740,36
0,1.5286,1.5286,0.032235459,51.6793,1586,447,1427,36
1,0.1862,0.0531,0.968,18.632,48,6,125,3.36
0,1.4542,1.4542,0.008514664,51.5669,172,46,1057,23.725
1,0.4612,0.4612,0.525,18.4273,583,291,80,12.26
0,0.2707,0.2707,0.407407407,18.4273,583,291,27,12.26
1,0.4222,0.4222,0.850806452,4.7126,593,190,248,2.82
0,1.5286,1.5286,0.12,51.6793,1586,447,25,36
1,1.2727,0.0012,0.862660944,8.25,8,2,233,8.25
0,2.2112,2.2112,0.095238095,2.2566,43,9,42,0.99
0,0.1466,0.1466,0.262433053,6.752,63,3,1307,6.18
0,0.7732,0.7732,0.013888889,23.2133,57,9,648,19.99
1,0.8736,0.1121,0.85106383,17.7409,385,73,94,10.49
0,1.1105,1.1105,0.327586207,63.0227,256,141,116,59.99
0,0.3129,0.3129,0.454545455,63.8666,49,28,11,51
0,0.3394,0.3394,0.032786885,8.8369,287,105,61,4.31
0,0.7586,0.7586,0.262433053,1.305,12,4,1307,0.99
0,1.5428,1.5428,0.176470588,64.817,517,165,17,41
0,1.1937,1.1937,0.120418848,58.6282,351,153,191,48.59
1,1.7022,1.4598,0.915980231,27.3936,575,244,607,15.28
0,0.0353,0.0353,0.44,28.027,173,84,325,16.505
0,1.0336,1.0336,0.384615385,64.817,517,165,26,41
0,1.2263,1.2263,0.059002433,12.223,285,33,1644,9.99
0,2.4467,2.4467,0.002638522,6.1265,211,39,1137,4.99
0,3.0146,3.0146,0.073529412,63.0227,256,141,340,59.99
