UNITID_P,INSTNM,BRANCH,State,Sector_desc,men_total,women_total,Total,MURD10,NEG_M10,FORCIB10,NONFOR10,ROBBE10,AGG_A10,BURGLA10,VEHIC10,ARSON10,MURD11,NEG_M11,FORCIB11,NONFOR11,ROBBE11,AGG_A11,BURGLA11,VEHIC11,ARSON11,MURD12,NEG_M12,FORCIB12,NONFOR12,ROBBE12,AGG_A12,BURGLA12,VEHIC12,ARSON12,FILTER10,FILTER11,FILTER12
439455001,ATS Institute of Technology,Main Campus,OH,"Private for-profit, 2-year",49,489,538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
439455002,ATS Institute of Technology,Chicago Campus,IL,"Private for-profit, 2-year",49,489,538,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1
439473001,Bennett Career Institute,Main Campus,DC,"Private for-profit, less-than 2-year",103,185,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
439482001,Blue Cliff College-Shreveport,Blue Cliff College- Shreveport Campus,LA,"Private for-profit, 2-year",20,387,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1
439491001,Blue Cliff College-Lafayette,Blue Cliff College,LA,"Private for-profit, less-than 2-year",35,231,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,1
439507001,Quest College,Main Campus / Career Quest,TX,"Private for-profit, 2-year",40,329,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
439525001,Central Florida Institute,"Central Florida Institute, Palm Harbor",FL,"Private for-profit, 2-year",78,384,462,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
439525002,Central Florida Institute,Orlando Campus,FL,"Private for-profit, 2-year",78,384,462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
439570001,Community Care College,Community Care College,OK,"Private for-profit, 2-year",65,614,679,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
439589001,B Street Design School of International Hair Styling-Topeka,Marinello School of Beauty - Topeka (Main Campus),KS,"Private for-profit, less-than 2-year",16,232,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
439589002,B Street Design School of International Hair Styling-Topeka,Marinello School of Beauty - Wichita,KS,"Private for-profit, less-than 2-year",16,232,248,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
439589003,B Street Design School of International Hair Styling-Topeka,Marinello School of Beauty - Overland Park,KS,"Private for-profit, less-than 2-year",16,232,248,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
439613001,Crossroads Bible College,Main Campus,IN,"Private nonprofit, 4-year or above",125,94,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1
439622001,Erie 1 BOCES,Harkness Career & Technical Center,NY,"Public, less-than 2-year",21,133,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
439622002,Erie 1 BOCES,Potter Career and Technical Center,NY,"Public, less-than 2-year",21,133,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
439631001,Fayette Beauty Academy Inc,Fayette Beauty Academy,GA,"Private for-profit, less-than 2-year",4,32,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
439668001,HDS Truck Driving Institute,"HDS Truck Driving Institute, Inc.",AZ,"Private for-profit, less-than 2-year",138,5,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
439686001,International Training Careers,Main Campus,FL,"Private nonprofit, less-than 2-year",28,283,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
439701001,King's University,Main Campus,CA,"Private nonprofit, 4-year or above",324,195,519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
439729001,Lacy Cosmetology School-Aiken,Lacy Cosmetology School,SC,"Private for-profit, less-than 2-year",2,36,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
439738001,Fortis College,Fortis College,LA,"Private for-profit, 2-year",50,361,411,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
439747001,My Le's Beauty College,Main Campus,CA,"Private for-profit, less-than 2-year",15,39,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1
439774001,New Concept Massage and Beauty School,Main Campus,FL,"Private for-profit, less-than 2-year",12,29,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
439774002,New Concept Massage and Beauty School,"New Concept Massage and Beauty School, West Campus",FL,"Private for-profit, less-than 2-year",12,29,41,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1
439783001,New York College of Traditional Chinese Medicine,Mineola,NY,"Private nonprofit, 4-year or above",75,66,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
439792001,Fortis College,Main Campus,FL,"Private for-profit, 2-year",78,264,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1
439817001,Northeastern Seminary,Northeastern Seminary,NY,"Private nonprofit, 4-year or above",100,73,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,1,1
439826001,Bryan College-Gold River,Main Campus,CA,"Private for-profit, 2-year",205,339,544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
439844001,Omega Institute of Cosmetology,Main Campus,LA,"Private for-profit, less-than 2-year",1,57,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
439871001,PCI College,Main Campus,CA,"Private for-profit, less-than 2-year",7,96,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
439899001,Rosedale Bible College,Main Campus,OH,"Private nonprofit, 2-year",24,32,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
439905001,St Francis Career College,St. Francis,CA,"Private nonprofit, less-than 2-year",7,50,57,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1
439914001,Seattle Institute of Oriental Medicine,Main Campus,WA,"Private for-profit, 4-year or above",11,29,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1
439932001,Shawnee Beauty College,Main Campus,OK,"Private for-profit, less-than 2-year",1,26,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
439969001,Acupuncture and Massage College,Main Campus,FL,"Private for-profit, 4-year or above",50,122,172,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
439978001,Southeastern School of Cosmetology,Main Campus,AL,"Private nonprofit, less-than 2-year",3,134,137,0,0,0,0,3,0,2,1,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,1
439996001,Universal Therapeutic Massage Institute,Main Campus,NM,"Private for-profit, less-than 2-year",26,62,88,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
440004001,Upper Valley Educators Institute,Main Campus,NH,"Private nonprofit, 4-year or above",6,30,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
440031001,Keck Graduate Institute,Main Campus,CA,"Private nonprofit, 4-year or above",95,82,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
440059001,Aviation Institute of Maintenance-Atlanta,Main Campus,GA,"Private for-profit, 2-year",520,38,558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1
440077001,National Beauty College,National Beauty College,TX,"Private for-profit, less-than 2-year",0,47,47,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
440086001,Star Career Academy-Egg Harbor,Star Career Academy,NJ,"Private for-profit, less-than 2-year",42,271,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
440101001,Empire Beauty School-Kennesaw,"Empire Beauty School - Kennesaw, GA",GA,"Private for-profit, less-than 2-year",15,141,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
440110001,Anthem Career College-Nashville,Anthem Career College - Nashville,TN,"Private for-profit, 2-year",77,360,437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
440129001,Anthem College-Irving,Anthem College - Irving,TX,"Private for-profit, 2-year",49,242,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
440147001,Westwood College-River Oaks,Westwood College,IL,"Private for-profit, 4-year or above",141,247,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1
440165001,ITT Technical Institute-Green Bay,Main Campus,WI,"Private for-profit, 4-year or above",256,88,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
440174001,Career Training Academy-Pittsburgh,Branch Campus,PA,"Private for-profit, 2-year",5,65,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
440217001,Huntingdon County Career and Technology Center,Main Campus,PA,"Public, less-than 2-year",6,29,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
440226001,Missouri College of Cosmetology North,Main Campus,MO,"Private for-profit, less-than 2-year",1,96,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
440226002,Missouri College of Cosmetology North,Bolivar,MO,"Private for-profit, less-than 2-year",1,96,97,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1
440226003,Missouri College of Cosmetology North,South Springfield,MO,"Private for-profit, less-than 2-year",1,96,97,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1
440262001,New York Automotive and Diesel Institute,Main Campus,NY,"Private for-profit, 2-year",385,8,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
440271001,Remington College-Baton Rouge Campus,Remington College (Baton Rouge Campus),LA,"Private nonprofit, 2-year",48,280,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
440299001,Everest College-Ontario Metro,Main Campus,CA,"Private for-profit, 4-year or above",425,609,1034,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,1,1
440323001,Kaplan College-Beaumont,Main Campus,TX,"Private for-profit, 2-year",35,284,319,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1
440332001,Kaplan College-Laredo,Texas Careers - Laredo Campus,TX,"Private for-profit, 2-year",63,224,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
440341001,The Art Institute of Washington,The Art Institute of Washington,VA,"Private for-profit, 4-year or above",841,716,1557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
440369001,Everest Institute-Dearborn,Branch Campus,MI,"Private for-profit, less-than 2-year",120,548,668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
440378001,Centura College-Richmond Westend,Centura College,VA,"Private for-profit, 2-year",22,134,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
440402001,Arkansas State University-Newport,ASU-Newport,AR,"Public, 2-year",924,1119,2043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1
440402002,Arkansas State University-Newport,ASU-Newport Jonesboro Campus,AR,"Public, 2-year",924,1119,2043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
440402003,Arkansas State University-Newport,ASU-Newport Marked Tree Campus,AR,"Public, 2-year",924,1119,2043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
440411001,Marlboro College Graduate School,Marlboro College Graduate School,VT,"Private nonprofit, 4-year or above",58,130,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
440420001,University of Phoenix-Boston Campus,Boston Campus,MA,"Private for-profit, 4-year or above",196,101,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
440439001,University of Phoenix-Dallas Campus,Main Campus,TX,"Private for-profit, 4-year or above",596,813,1409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
440439002,University of Phoenix-Dallas Campus,Resource Center at Arlington Highlands,TX,"Private for-profit, 4-year or above",596,813,1409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
440439004,University of Phoenix-Dallas Campus,Plano Learning Center,TX,"Private for-profit, 4-year or above",596,813,1409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
440439005,University of Phoenix-Dallas Campus,Cedar Hill Learning Center,TX,"Private for-profit, 4-year or above",596,813,1409,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
440439006,University of Phoenix-Dallas Campus,Mid-Cities Learning Center,TX,"Private for-profit, 4-year or above",596,813,1409,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
440448001,University of Phoenix-Houston Campus,Main Campus,TX,"Private for-profit, 4-year or above",780,1464,2244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
440448002,University of Phoenix-Houston Campus,West Loop Learning Center,TX,"Private for-profit, 4-year or above",780,1464,2244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1
440448003,University of Phoenix-Houston Campus,Northwest Learning Center,TX,"Private for-profit, 4-year or above",780,1464,2244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1
440448004,University of Phoenix-Houston Campus,Clear Lake Learning Center,TX,"Private for-profit, 4-year or above",780,1464,2244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
440448005,University of Phoenix-Houston Campus,Woodlands Learning Center,TX,"Private for-profit, 4-year or above",780,1464,2244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
440448006,University of Phoenix-Houston Campus,Sugar Land Learning Center,TX,"Private for-profit, 4-year or above",780,1464,2244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
440457001,University of Phoenix-Milwaukee Campus,Main Campus,WI,"Private for-profit, 4-year or above",134,291,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
440466001,University of Phoenix-Idaho Campus,Idaho Main Campus,ID,"Private for-profit, 4-year or above",173,266,439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
440484001,Westwood College-Inland Empire,Branch Campus,CA,"Private for-profit, 4-year or above",617,475,1092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1
440484002,Westwood College-Inland Empire,Satellite campus,CA,"Private for-profit, 4-year or above",617,475,1092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
440536001,DeVry University-Virginia,Arlington Campus,VA,"Private for-profit, 4-year or above",666,346,1012,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
440536003,DeVry University-Virginia,South Hamptons Road Campus,VA,"Private for-profit, 4-year or above",666,346,1012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
440536004,DeVry University-Virginia,Manassas Center,VA,"Private for-profit, 4-year or above",666,346,1012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
440545001,DeVry University-Washington,Federal Way Campus,WA,"Private for-profit, 4-year or above",412,196,608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
440545002,DeVry University-Washington,Bellevue Center,WA,"Private for-profit, 4-year or above",412,196,608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
440545003,DeVry University-Washington,Lynnwood Center,WA,"Private for-profit, 4-year or above",412,196,608,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1
440590001,DeVry University-Colorado,Westminster Campus,CO,"Private for-profit, 4-year or above",679,366,1045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
440590002,DeVry University-Colorado,Colorado Springs Center,CO,"Private for-profit, 4-year or above",679,366,1045,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
440590003,DeVry University-Colorado,Denver South Center,CO,"Private for-profit, 4-year or above",679,366,1045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
440624001,Louisiana Delta Community College-Monroe Campus,Louisiana Delta Community College,LA,"Public, 2-year",1037,1906,2943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1
440624002,Louisiana Delta Community College-Monroe Campus,Tallulah Campus,LA,"Public, 2-year",1037,1906,2943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
440624003,Louisiana Delta Community College-Monroe Campus,Lake Providence Campus,LA,"Public, 2-year",1037,1906,2943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
440624004,Louisiana Delta Community College-Monroe Campus,Northeast Campus,LA,"Public, 2-year",1037,1906,2943,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
440624005,Louisiana Delta Community College-Monroe Campus,Bastrop Campus,LA,"Public, 2-year",1037,1906,2943,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
440624006,Louisiana Delta Community College-Monroe Campus,Ruston Campus,LA,"Public, 2-year",1037,1906,2943,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
440624007,Louisiana Delta Community College-Monroe Campus,North Central Campus,LA,"Public, 2-year",1037,1906,2943,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
440642001,ITT Technical Institute-Levittown,Main Campus,PA,"Private for-profit, 2-year",382,90,472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
440730001,Onondaga Cortland Madison BOCES,Lee G. Peters Career Training Center,NY,"Public, less-than 2-year",187,400,587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
440749001,National American University-Ellsworth AFB Extension,NAU-Ellsworth AFB,SD,"Private for-profit, 4-year or above",183,64,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
440758001,National American University-Albuquerque West,NAU-Albuquerque West,NM,"Private for-profit, 4-year or above",100,227,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
440767001,National American University-Brooklyn Center,NAU-Brooklyn Center,MN,"Private for-profit, 4-year or above",232,625,857,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
440767002,National American University-Brooklyn Center,NAU-Minnetonka,MN,"Private for-profit, 4-year or above",232,625,857,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
440776001,Interactive Learning Systems-Pasadena,Interactive Learning Systems,TX,"Private for-profit, 2-year",3,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
440794001,Somerset Christian College,Pillar College,NJ,"Private nonprofit, 4-year or above",131,229,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
440800001,Miami Ad School-Minneapolis,Miami Ad School Minneapolis,MN,"Private for-profit, 2-year",11,18,29,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
440819001,Miami Ad School-San Francisco,Branch Campus,CA,"Private for-profit, 2-year",56,55,111,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
440828001,Oregon State University-Cascades Campus,OREGON STATE UNIVERSITY-CASCADES,OR,"Public, 4-year or above",319,479,798,0,0,1,0,0,0,4,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,2,2,0,1,1,1
440846001,Milan Institute-Boise,Milan Institute / Boise,ID,"Private for-profit, less-than 2-year",8,96,104,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1
440855001,Milan Institute-Amarillo,Milan Institute / Amarillo,TX,"Private for-profit, less-than 2-year",6,144,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1
440873001,Vatterott Career College-Memphis Dividend Drive,Vatterott Career College-Dividend,TN,"Private for-profit, 2-year",485,524,1009,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1
440882001,Vatterott College-Tulsa,Vatterott College-Tulsa,OK,"Private for-profit, 2-year",120,60,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
440891001,Vatterott College-Wichita,Vatterott College-Wichita,KS,"Private for-profit, 2-year",142,67,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
440907001,Star Career Academy-Newark,Star Career Academy,NJ,"Private for-profit, less-than 2-year",171,570,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
440916001,Southern University Law Center,Main Campus(Law Center),LA,"Public, 4-year or above",356,401,757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
440925001,International Academy of Design and Technology-Orlando,International Academy of Design and Technology - Orlando,FL,"Private for-profit, 4-year or above",188,272,460,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
440952001,Lincoln Technical Institute-Lowell,Branch Campus,MA,"Private for-profit, less-than 2-year",71,283,354,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1
440989001,Texas Barber Colleges and Hairstyling Schools,Main Campus,TX,"Private for-profit, less-than 2-year",659,324,983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1
440989002,Texas Barber Colleges and Hairstyling Schools,Texas Barber Colleges and Hairstyling Schools #1,TX,"Private for-profit, less-than 2-year",659,324,983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
440989003,Texas Barber Colleges and Hairstyling Schools,Texas Barber College and Hairstyling School #2,TX,"Private for-profit, less-than 2-year",659,324,983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
440989004,Texas Barber Colleges and Hairstyling Schools,Texas Barber Colleges and Hairstyling Schools #6,TX,"Private for-profit, less-than 2-year",659,324,983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
440989005,Texas Barber Colleges and Hairstyling Schools,Texas Barber Colleges and Hairstyling Schools #5,TX,"Private for-profit, less-than 2-year",659,324,983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
440989006,Texas Barber Colleges and Hairstyling Schools,Texas Barber Colleges and Hairstyling Schools #7,TX,"Private for-profit, less-than 2-year",659,324,983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
441016001,Everest Institute-Hobby,Houston-Hobby Campus,TX,"Private for-profit, less-than 2-year",53,593,646,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
441025001,Miller-Motte Technical College-North Charleston,Miller-Motte Technical College,SC,"Private for-profit, 2-year",95,596,691,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
